policy_id,customer_id,channel,policy_type,region,application_date,premium_amount,status,processing_time_hours,failure_reason,issuance_date
POL114397,59218,Agent/Broker,Auto,North,2025-07-30 01:00:00,8817.57,Issued,45.17,,2025-07-31 22:10:08.955916
POL114398,32213,Mobile App,Auto,North,2025-01-30 10:00:00,6246.35,Failed,,Payment Failure,
POL114399,55983,Mobile App,Health,South,2025-03-27 00:00:00,13002.83,Issued,13.71,,2025-03-27 13:42:38.341297
POL114400,76977,Mobile App,Life,North,2025-01-06 13:00:00,21951.26,Issued,11.12,,2025-01-07 00:07:12.934390
POL114401,53158,Agent/Broker,Property,East,2025-07-03 02:00:00,20584.54,Issued,39.65,,2025-07-04 17:38:44.101010
POL114402,48460,Online,Auto,East,2025-02-27 06:00:00,10168.03,Failed,,Incomplete Application,
POL114403,79043,Agent/Broker,Health,Central,2025-07-26 18:00:00,14767.74,Issued,85.86,,2025-07-30 07:51:28.820210
POL114404,72189,Mobile App,Auto,South,2025-11-14 21:00:00,10600.07,Pending,,,
POL114405,51017,Agent/Broker,Health,South,2025-11-23 02:00:00,11219.69,Issued,67.59,,2025-11-25 21:35:08.141880
POL114406,53000,Online,Health,East,2025-06-20 04:00:00,12755.03,Issued,25.72,,2025-06-21 05:43:00.144646
POL114407,46502,Mobile App,Life,South,2025-05-08 13:00:00,19231.41,Issued,29.11,,2025-05-09 18:06:32.581993
POL114408,50990,Online,Property,South,2025-10-18 03:00:00,11313.41,Issued,20.26,,2025-10-18 23:15:19.485390
POL114409,39515,Call Center,Auto,Central,2025-04-11 22:00:00,7706.19,Issued,46.2,,2025-04-13 20:11:43.971296
POL114410,49991,Mobile App,Health,West,2025-09-17 01:00:00,16298.35,Issued,13.52,,2025-09-17 14:31:23.778626
POL114411,27634,Call Center,Health,North,2025-04-11 02:00:00,14137.58,Issued,17.15,,2025-04-11 19:09:01.554077
POL114412,31498,Mobile App,Auto,Central,2025-02-15 03:00:00,8316.87,Issued,17.68,,2025-02-15 20:40:46.484618
POL114413,30916,Online,Property,West,2025-09-08 15:00:00,22103.88,Pending,,,
POL114414,49377,Mobile App,Property,North,2025-01-04 05:00:00,15806.03,Issued,40.21,,2025-01-05 21:12:31.363406
POL114415,53001,Online,Auto,East,2025-02-20 16:00:00,8600.83,Issued,28.04,,2025-02-21 20:02:12.835679
POL114416,21391,Call Center,Health,West,2025-09-17 21:00:00,17928.28,Issued,63.85,,2025-09-20 12:50:53.229344
POL114417,63852,Agent/Broker,Auto,North,2025-07-04 20:00:00,6440.72,Issued,14.8,,2025-07-05 10:47:43.647489
POL114418,62215,Agent/Broker,Health,Central,2025-05-15 15:00:00,10853.89,Issued,36.64,,2025-05-17 03:38:16.140254
POL114419,34184,Mobile App,Health,North,2025-12-14 13:00:00,12751.75,Issued,18.95,,2025-12-15 07:56:49.376633
POL114420,47114,Mobile App,Auto,South,2025-11-29 10:00:00,9256.27,Issued,19.65,,2025-11-30 05:38:45.010668
POL114421,31882,Call Center,Property,North,2025-06-10 07:00:00,12276.99,Issued,56.89,,2025-06-12 15:53:33.993137
POL114422,67606,Online,Health,East,2025-11-29 03:00:00,11556.7,Issued,31.71,,2025-11-30 10:42:33.969660
POL114423,37273,Agent/Broker,Property,Central,2025-05-08 23:00:00,13143.17,Issued,44.99,,2025-05-10 19:59:23.502611
POL114424,60670,Mobile App,Auto,West,2025-10-08 18:00:00,11039.33,Issued,12.81,,2025-10-09 06:48:23.036070
POL114425,65647,Call Center,Life,North,2025-03-25 05:00:00,34192.4,Issued,46.52,,2025-03-27 03:31:01.252555
POL114426,37129,Agent/Broker,Life,Central,2025-06-12 08:00:00,22296.74,Issued,35.26,,2025-06-13 19:15:51.873383
POL114427,62679,Call Center,Auto,East,2025-04-04 06:00:00,8383.53,Issued,71.16,,2025-04-07 05:09:47.471859
POL114428,20427,Mobile App,Auto,West,2025-01-23 10:00:00,9770.51,Failed,,Payment Failure,
POL114429,51416,Online,Property,North,2025-03-20 14:00:00,11077.96,Issued,23.02,,2025-03-21 13:00:54.650966
POL114430,20731,Mobile App,Health,East,2025-04-27 21:00:00,16882.64,Failed,,Duplicate Policy,
POL114431,20799,Agent/Broker,Health,South,2025-12-03 14:00:00,13305.83,Pending,,,
POL114432,75659,Agent/Broker,Property,Central,2025-09-25 18:00:00,13218.47,Issued,23.89,,2025-09-26 17:53:24.680939
POL114433,48873,Online,Auto,Central,2025-10-17 00:00:00,8139.23,Issued,9.46,,2025-10-17 09:27:49.549598
POL114434,27025,Mobile App,Health,North,2025-09-06 03:00:00,17056.04,Failed,,Incomplete Application,
POL114435,34481,Online,Health,East,2025-11-28 21:00:00,8637.92,Issued,18.69,,2025-11-29 15:41:35.775717
POL114436,45411,Call Center,Health,West,2025-08-29 02:00:00,9770.79,Issued,65.96,,2025-08-31 19:57:32.498178
POL114437,51358,Online,Auto,West,2025-04-23 16:00:00,6833.53,Issued,11.95,,2025-04-24 03:56:56.858322
POL114438,60392,Agent/Broker,Health,West,2025-06-05 09:00:00,8977.08,Failed,,Incomplete Application,
POL114439,77478,Online,Life,West,2025-10-30 08:00:00,22005.12,Issued,30.05,,2025-10-31 14:03:17.735581
POL114440,34961,Mobile App,Health,North,2025-01-17 03:00:00,16244.7,Issued,18.82,,2025-01-17 21:48:56.641091
POL114441,41767,Call Center,Health,North,2025-02-10 05:00:00,13459.94,Issued,53.01,,2025-02-12 10:00:38.924449
POL114442,75359,Online,Auto,Central,2025-06-01 21:00:00,9474.77,Pending,,,
POL114443,71690,Online,Life,East,2025-07-19 22:00:00,20617.7,Issued,42.56,,2025-07-21 16:33:36.489874
POL114444,72870,Online,Health,South,2025-12-27 08:00:00,11071.83,Failed,,Duplicate Policy,
POL114445,61000,Mobile App,Property,North,2025-07-29 20:00:00,21509.86,Issued,17.72,,2025-07-30 13:42:56.094913
POL114446,56135,Mobile App,Auto,West,2025-05-04 01:00:00,6946.82,Failed,,Underwriting Rejection,
POL114447,41392,Online,Auto,South,2025-08-02 19:00:00,11403.16,Issued,59.64,,2025-08-05 06:38:24.191696
POL114448,33262,Agent/Broker,Auto,Central,2025-12-28 03:00:00,9844.57,Issued,31.51,,2025-12-29 10:30:43.651136
POL114449,25229,Online,Health,West,2025-08-18 11:00:00,13226.62,Failed,,Incomplete Application,
POL114450,43772,Call Center,Auto,East,2025-11-14 12:00:00,6713.28,Pending,,,
POL114451,38799,Agent/Broker,Life,South,2025-04-23 19:00:00,30972.01,Issued,32.58,,2025-04-25 03:34:36.090350
POL114452,66515,Call Center,Property,Central,2025-05-14 14:00:00,21136.77,Issued,91.38,,2025-05-18 09:22:47.320102
POL114453,43555,Call Center,Auto,North,2025-07-19 03:00:00,6622.6,Issued,88.62,,2025-07-22 19:37:14.835882
POL114454,46616,Mobile App,Auto,East,2025-06-13 02:00:00,5639.55,Issued,18.12,,2025-06-13 20:07:17.413960
POL114455,39333,Mobile App,Property,West,2025-12-13 15:00:00,19380.73,Issued,36.94,,2025-12-15 03:56:09.624417
POL114456,24261,Agent/Broker,Auto,South,2025-02-09 05:00:00,9442.95,Issued,84.37,,2025-02-12 17:22:01.573398
POL114457,74297,Online,Health,Central,2025-02-14 15:00:00,13229.64,Pending,,,
POL114458,23466,Online,Auto,South,2025-08-01 17:00:00,8518.69,Failed,,Payment Failure,
POL114459,66553,Online,Health,East,2025-04-15 23:00:00,13176.93,Issued,51.91,,2025-04-18 02:54:43.917879
POL114460,23088,Mobile App,Auto,North,2025-04-05 01:00:00,7997.33,Failed,,Duplicate Policy,
POL114461,65783,Mobile App,Health,North,2025-01-24 05:00:00,9190.38,Issued,31.44,,2025-01-25 12:26:38.784675
POL114462,21115,Online,Health,East,2025-12-03 14:00:00,15846.95,Issued,33.91,,2025-12-04 23:54:31.537540
POL114463,24578,Online,Life,West,2025-05-10 11:00:00,26856.68,Issued,21.69,,2025-05-11 08:41:24.247482
POL114464,22590,Agent/Broker,Auto,South,2025-01-01 01:00:00,10879.71,Issued,42.5,,2025-01-02 19:29:55.180986
POL114465,27372,Online,Health,West,2025-08-13 10:00:00,17829.32,Issued,37.5,,2025-08-14 23:29:44.175046
POL114466,23573,Call Center,Auto,Central,2025-02-03 10:00:00,6699.2,Issued,59.09,,2025-02-05 21:05:15.359288
POL114467,22978,Online,Property,West,2025-07-18 06:00:00,20021.81,Issued,23.35,,2025-07-19 05:20:54.105154
POL114468,63407,Agent/Broker,Health,East,2025-08-19 01:00:00,17784.17,Issued,38.77,,2025-08-20 15:46:11.847939
POL114469,29422,Mobile App,Auto,North,2025-03-05 15:00:00,10236.4,Issued,19.58,,2025-03-06 10:35:03.776629
POL114470,63626,Online,Auto,East,2025-06-07 04:00:00,7174.2,Issued,36.51,,2025-06-08 16:30:19.334703
POL114471,43697,Mobile App,Auto,East,2025-06-12 05:00:00,11337.51,Failed,,Payment Failure,
POL114472,76174,Mobile App,Auto,South,2025-05-30 04:00:00,10676.63,Issued,15.06,,2025-05-30 19:03:53.091574
POL114473,50820,Call Center,Health,East,2025-03-23 07:00:00,12713.37,Issued,77.23,,2025-03-26 12:13:48.073260
POL114474,57743,Agent/Broker,Auto,Central,2025-04-19 21:00:00,9264.43,Issued,98.58,,2025-04-23 23:34:46.800048
POL114475,24925,Online,Property,South,2025-07-07 12:00:00,19163.07,Failed,,Incomplete Application,
POL114476,77199,Online,Auto,South,2025-04-23 05:00:00,6396.93,Issued,33.84,,2025-04-24 14:50:33.339715
POL114477,77242,Online,Life,West,2025-10-13 01:00:00,36039.68,Issued,24.28,,2025-10-14 01:16:58.557589
POL114478,49430,Online,Auto,East,2025-01-20 11:00:00,11919.64,Issued,21.33,,2025-01-21 08:19:33.017050
POL114479,48834,Mobile App,Auto,West,2025-03-09 15:00:00,7715.41,Failed,,Underwriting Rejection,
POL114480,44435,Call Center,Property,West,2025-07-24 13:00:00,19081.02,Failed,,Incomplete Application,
POL114481,41676,Mobile App,Life,South,2025-01-09 11:00:00,25926.09,Failed,,Payment Failure,
POL114482,75797,Agent/Broker,Health,West,2025-09-24 09:00:00,8666.26,Issued,44.95,,2025-09-26 05:56:51.856280
POL114483,63554,Agent/Broker,Health,West,2025-07-18 05:00:00,17603.68,Issued,24.85,,2025-07-19 05:51:05.736564
POL114484,74555,Agent/Broker,Property,South,2025-09-26 14:00:00,12207.86,Issued,41.13,,2025-09-28 07:07:55.786304
POL114485,39814,Online,Health,South,2025-09-07 23:00:00,9119.46,Issued,39.75,,2025-09-09 14:44:43.458954
POL114486,34716,Agent/Broker,Auto,North,2025-09-17 23:00:00,10958.01,Issued,57.64,,2025-09-20 08:38:29.391808
POL114487,47528,Call Center,Auto,East,2025-11-04 01:00:00,5816.75,Failed,,Underwriting Rejection,
POL114488,21995,Online,Health,North,2025-08-23 03:00:00,15003.72,Issued,40.97,,2025-08-24 19:58:16.984069
POL114489,42414,Online,Health,South,2025-02-18 16:00:00,17328.73,Issued,16.67,,2025-02-19 08:40:06.350184
POL114490,33844,Call Center,Life,Central,2025-01-17 12:00:00,25623.73,Issued,43.19,,2025-01-19 07:11:33.957073
POL114491,56659,Agent/Broker,Auto,West,2025-07-24 18:00:00,6037.45,Issued,26.86,,2025-07-25 20:51:25.367274
POL114492,35522,Online,Property,West,2025-02-11 15:00:00,13119.51,Issued,20.26,,2025-02-12 11:15:53.057147
POL114493,59913,Mobile App,Health,South,2025-04-26 00:00:00,17503.91,Issued,22.27,,2025-04-26 22:16:09.815512
POL114494,28498,Mobile App,Health,West,2025-12-14 22:00:00,12867.71,Issued,42.67,,2025-12-16 16:39:59.648785
POL114495,62322,Mobile App,Auto,North,2025-04-26 22:00:00,9064.7,Issued,42.81,,2025-04-28 16:48:27.785757
POL114496,22102,Mobile App,Property,West,2025-03-10 00:00:00,12372.73,Issued,23.3,,2025-03-10 23:17:54.091308
POL114497,55798,Online,Health,Central,2025-12-02 10:00:00,17212.96,Issued,15.08,,2025-12-03 01:04:43.717721
POL114498,28524,Agent/Broker,Health,East,2025-02-05 04:00:00,13364.45,Pending,,,
POL114499,50846,Agent/Broker,Property,North,2025-12-02 11:00:00,16846.33,Issued,41.15,,2025-12-04 04:08:51.660114
POL114500,28107,Call Center,Property,East,2025-08-10 11:00:00,17412.57,Issued,105.94,,2025-08-14 20:56:22.534855
POL114501,69394,Online,Auto,East,2025-09-17 22:00:00,10511.2,Issued,6.55,,2025-09-18 04:32:48.168231
POL114502,38268,Agent/Broker,Property,Central,2025-11-01 08:00:00,12935.44,Issued,24.84,,2025-11-02 08:50:28.747730
POL114503,67703,Online,Life,Central,2025-08-18 07:00:00,36346.59,Issued,32.87,,2025-08-19 15:52:04.594288
POL114504,44399,Mobile App,Auto,Central,2025-07-19 20:00:00,6722.59,Issued,34.75,,2025-07-21 06:45:13.682700
POL114505,29624,Call Center,Auto,Central,2025-02-09 07:00:00,6863.46,Issued,89.82,,2025-02-13 00:49:28.428382
POL114506,47126,Mobile App,Health,North,2025-12-15 14:00:00,8519.12,Issued,19.67,,2025-12-16 09:40:22.869031
POL114507,43131,Online,Health,Central,2025-03-19 05:00:00,8588.97,Failed,,Incomplete Application,
POL114508,77646,Online,Life,North,2025-08-07 07:00:00,26076.83,Issued,22.16,,2025-08-08 05:09:52.414397
POL114509,68591,Mobile App,Auto,West,2025-09-02 09:00:00,6771.02,Issued,2.42,,2025-09-02 11:25:19.298703
POL114510,40714,Agent/Broker,Life,East,2025-12-26 02:00:00,21738.04,Failed,,Document Mismatch,
POL114511,60631,Call Center,Life,West,2025-05-19 12:00:00,37258.57,Failed,,Document Mismatch,
POL114512,55877,Agent/Broker,Health,West,2025-02-04 20:00:00,17321.41,Issued,52.95,,2025-02-07 00:56:44.335545
POL114513,38570,Call Center,Property,South,2025-12-07 04:00:00,14369.44,Issued,50.59,,2025-12-09 06:35:28.714227
POL114514,32482,Agent/Broker,Life,West,2025-05-20 17:00:00,24363.16,Issued,30.46,,2025-05-21 23:27:31.738551
POL114515,54318,Call Center,Auto,West,2025-11-15 22:00:00,7469.43,Issued,113.12,,2025-11-20 15:07:16.659562
POL114516,79136,Online,Life,South,2025-04-18 23:00:00,35144.62,Issued,34.04,,2025-04-20 09:02:18.886870
POL114517,53414,Call Center,Property,West,2025-09-23 06:00:00,11679.43,Issued,46.78,,2025-09-25 04:46:48.711608
POL114518,75296,Mobile App,Auto,South,2025-01-03 04:00:00,9338.15,Issued,14.52,,2025-01-03 18:31:21.078749
POL114519,41040,Call Center,Property,North,2025-11-07 11:00:00,12735.63,Issued,65.96,,2025-11-10 04:57:34.491903
POL114520,33407,Online,Auto,East,2025-10-28 08:00:00,10452.18,Issued,35.7,,2025-10-29 19:42:03.595092
POL114521,78056,Agent/Broker,Health,Central,2025-12-18 09:00:00,14461.05,Issued,43.9,,2025-12-20 04:54:05.295886
POL114522,65468,Agent/Broker,Life,West,2025-02-02 05:00:00,25256.87,Failed,,Underwriting Rejection,
POL114523,53305,Call Center,Life,North,2025-01-06 01:00:00,19462.18,Issued,37.02,,2025-01-07 14:01:02.106848
POL114524,34166,Agent/Broker,Life,East,2025-06-03 15:00:00,32848.18,Issued,18.91,,2025-06-04 09:54:48.323520
POL114525,26572,Mobile App,Health,North,2025-08-12 04:00:00,9139.55,Failed,,Document Mismatch,
POL114526,53002,Mobile App,Health,South,2025-06-23 15:00:00,11027.93,Pending,,,
POL114527,46972,Mobile App,Health,North,2025-02-10 10:00:00,10834.99,Issued,14.99,,2025-02-11 00:59:09.578003
POL114528,66835,Online,Health,West,2025-01-16 19:00:00,13953.84,Issued,38.08,,2025-01-18 09:05:01.764519
POL114529,62464,Online,Health,West,2025-09-25 14:00:00,13331.84,Issued,16.83,,2025-09-26 06:49:57.481602
POL114530,66918,Online,Life,Central,2025-08-01 04:00:00,23094.86,Issued,25.2,,2025-08-02 05:11:45.996927
POL114531,42923,Mobile App,Auto,Central,2025-01-21 16:00:00,8354.4,Issued,21.17,,2025-01-22 13:10:19.613902
POL114532,70526,Call Center,Health,West,2025-10-16 01:00:00,12589.12,Issued,61.46,,2025-10-18 14:27:26.507618
POL114533,21909,Call Center,Auto,North,2025-10-16 19:00:00,9270.78,Issued,52.1,,2025-10-18 23:05:42.995686
POL114534,78259,Online,Health,West,2025-06-05 08:00:00,17023.09,Issued,17.92,,2025-06-06 01:55:28.677862
POL114535,64918,Online,Auto,North,2025-03-04 02:00:00,6508.37,Issued,16.72,,2025-03-04 18:43:26.759151
POL114536,76370,Online,Health,West,2025-02-08 19:00:00,13753.89,Issued,34.19,,2025-02-10 05:11:41.862359
POL114537,52848,Online,Auto,East,2025-11-29 05:00:00,5717.63,Failed,,Duplicate Policy,
POL114538,22083,Online,Auto,North,2025-01-23 11:00:00,10068.61,Issued,42.88,,2025-01-25 05:53:01.585677
POL114539,66146,Mobile App,Health,South,2025-09-19 23:00:00,14547.78,Issued,12.88,,2025-09-20 11:52:52.921524
POL114540,67985,Mobile App,Health,South,2025-04-08 00:00:00,15062.55,Issued,13.27,,2025-04-08 13:16:11.059207
POL114541,70842,Mobile App,Health,Central,2025-01-07 18:00:00,12959.45,Issued,31.48,,2025-01-09 01:28:49.046054
POL114542,37140,Mobile App,Auto,East,2025-09-27 03:00:00,6795.89,Issued,5.23,,2025-09-27 08:13:33.070228
POL114543,22670,Online,Property,South,2025-01-16 13:00:00,15876.97,Issued,42.48,,2025-01-18 07:29:02.410200
POL114544,56519,Agent/Broker,Auto,West,2025-05-31 17:00:00,5751.03,Issued,77.98,,2025-06-03 22:58:37.992591
POL114545,64512,Agent/Broker,Property,South,2025-08-09 06:00:00,15077.23,Issued,67.21,,2025-08-12 01:12:20.219116
POL114546,77811,Online,Life,West,2025-03-09 00:00:00,34271.5,Issued,55.48,,2025-03-11 07:29:02.648519
POL114547,58029,Online,Auto,East,2025-02-20 23:00:00,7766.95,Issued,41.66,,2025-02-22 16:39:31.224879
POL114548,34691,Online,Health,Central,2025-10-06 17:00:00,14080.84,Failed,,KYC Verification Failed,
POL114549,59620,Online,Property,South,2025-05-29 06:00:00,13633.38,Issued,29.94,,2025-05-30 11:56:11.520148
POL114550,54262,Mobile App,Health,Central,2025-03-04 20:00:00,9688.49,Issued,16.95,,2025-03-05 12:56:51.733806
POL114551,74892,Online,Auto,East,2025-05-02 15:00:00,8933.9,Pending,,,
POL114552,45595,Mobile App,Health,North,2025-01-27 16:00:00,8743.34,Issued,28.96,,2025-01-28 20:57:41.769300
POL114553,77207,Online,Health,East,2025-06-03 18:00:00,17083.01,Pending,,,
POL114554,70053,Agent/Broker,Life,East,2025-08-13 15:00:00,33043.64,Issued,53.35,,2025-08-15 20:21:00.801586
POL114555,53440,Online,Property,East,2025-09-20 06:00:00,22475.03,Issued,46.91,,2025-09-22 04:54:43.464330
POL114556,28630,Mobile App,Auto,North,2025-03-07 12:00:00,11956.38,Pending,,,
POL114557,51250,Online,Auto,North,2025-07-28 01:00:00,10265.51,Issued,31.83,,2025-07-29 08:49:31.574279
POL114558,48798,Online,Auto,East,2025-02-15 15:00:00,10570.82,Failed,,Incomplete Application,
POL114559,63036,Call Center,Property,North,2025-07-22 11:00:00,16837.1,Issued,62.58,,2025-07-25 01:34:57.589783
POL114560,53212,Agent/Broker,Health,West,2025-05-17 06:00:00,10498.02,Issued,22.75,,2025-05-18 04:44:59.134885
POL114561,61925,Online,Property,East,2025-09-24 18:00:00,20200.9,Failed,,Document Mismatch,
POL114562,31982,Agent/Broker,Health,South,2025-02-25 03:00:00,10989.06,Issued,62.48,,2025-02-27 17:28:51.016056
POL114563,28655,Mobile App,Life,West,2025-10-20 20:00:00,30499.7,Failed,,Incomplete Application,
POL114564,38582,Mobile App,Auto,East,2025-10-17 15:00:00,10277.61,Issued,20.84,,2025-10-18 11:50:20.267274
POL114565,55055,Mobile App,Property,South,2025-04-15 14:00:00,17271.5,Failed,,Document Mismatch,
POL114566,64725,Call Center,Health,South,2025-01-30 21:00:00,14762.18,Failed,,Underwriting Rejection,
POL114567,24008,Online,Life,Central,2025-02-15 15:00:00,23358.23,Issued,40.48,,2025-02-17 07:28:51.740141
POL114568,64464,Mobile App,Auto,Central,2025-03-11 00:00:00,10467.3,Issued,21.6,,2025-03-11 21:36:05.975499
POL114569,61872,Online,Health,South,2025-02-19 14:00:00,17458.06,Issued,41.37,,2025-02-21 07:22:19.551451
POL114570,20496,Agent/Broker,Health,East,2025-10-03 11:00:00,13046.45,Issued,41.7,,2025-10-05 04:42:16.475201
POL114571,54231,Call Center,Auto,East,2025-03-29 07:00:00,6374.26,Issued,36.47,,2025-03-30 19:28:25.836744
POL114572,43212,Agent/Broker,Health,East,2025-02-01 08:00:00,14349.3,Issued,69.45,,2025-02-04 05:27:10.984023
POL114573,40637,Agent/Broker,Health,East,2025-04-07 15:00:00,11677.56,Issued,39.7,,2025-04-09 06:41:42.241585
POL114574,65227,Call Center,Auto,South,2025-08-26 11:00:00,8282.28,Issued,70.85,,2025-08-29 09:50:57.035261
POL114575,36877,Agent/Broker,Auto,North,2025-09-28 07:00:00,6570.4,Issued,74.11,,2025-10-01 09:06:36.222975
POL114576,74217,Agent/Broker,Health,North,2025-09-17 04:00:00,14407.56,Issued,24.53,,2025-09-18 04:31:39.789740
POL114577,74582,Call Center,Auto,East,2025-06-30 13:00:00,10638.4,Issued,54.66,,2025-07-02 19:39:25.236643
POL114578,37810,Online,Health,Central,2025-02-08 14:00:00,15757.82,Issued,41.56,,2025-02-10 07:33:30.161255
POL114579,29884,Mobile App,Health,South,2025-10-02 20:00:00,17941.26,Issued,24.65,,2025-10-03 20:38:54.607180
POL114580,70945,Agent/Broker,Auto,North,2025-01-14 06:00:00,6958.06,Issued,34.19,,2025-01-15 16:11:16.597886
POL114581,22723,Call Center,Auto,South,2025-08-04 08:00:00,11450.51,Issued,30.02,,2025-08-05 14:01:22.524433
POL114582,69810,Call Center,Life,Central,2025-03-30 17:00:00,32152.37,Issued,70.11,,2025-04-02 15:06:35.297681
POL114583,24761,Agent/Broker,Auto,South,2025-04-21 14:00:00,10127.91,Issued,44.93,,2025-04-23 10:55:48.773518
POL114584,27630,Call Center,Health,Central,2025-06-19 02:00:00,14964.08,Failed,,Underwriting Rejection,
POL114585,36375,Mobile App,Health,Central,2025-12-22 01:00:00,13568.3,Issued,23.52,,2025-12-23 00:30:56.704598
POL114586,61509,Online,Property,West,2025-01-22 06:00:00,15043.8,Issued,30.78,,2025-01-23 12:46:50.331380
POL114587,45218,Online,Auto,Central,2025-08-05 00:00:00,11637.41,Issued,18.65,,2025-08-05 18:38:59.814784
POL114588,50565,Mobile App,Life,West,2025-09-18 15:00:00,20521.74,Issued,20.21,,2025-09-19 11:12:22.156811
POL114589,57118,Mobile App,Health,Central,2025-04-09 10:00:00,10089.43,Failed,,Document Mismatch,
POL114590,52975,Mobile App,Auto,Central,2025-05-23 04:00:00,5706.97,Failed,,Payment Failure,
POL114591,47073,Mobile App,Auto,South,2025-08-18 03:00:00,10332.06,Failed,,Payment Failure,
POL114592,24190,Call Center,Health,West,2025-03-15 08:00:00,16982.26,Issued,103.26,,2025-03-19 15:15:48.454857
POL114593,21883,Mobile App,Auto,North,2025-02-02 09:00:00,6790.68,Issued,36.27,,2025-02-03 21:16:14.900397
POL114594,22886,Call Center,Auto,North,2025-02-15 10:00:00,5820.29,Issued,52.01,,2025-02-17 14:00:27.370671
POL114595,69629,Call Center,Property,South,2025-01-28 13:00:00,13429.25,Issued,66.61,,2025-01-31 07:36:48.985186
POL114596,28953,Mobile App,Auto,North,2025-04-17 01:00:00,11255.48,Failed,,Duplicate Policy,
POL114597,28381,Mobile App,Health,North,2025-04-06 22:00:00,8555.36,Issued,29.27,,2025-04-08 03:16:10.809304
POL114598,43238,Agent/Broker,Life,Central,2025-02-26 21:00:00,19523.13,Issued,31.24,,2025-02-28 04:14:15.620036
POL114599,33795,Agent/Broker,Life,East,2025-09-08 14:00:00,17999.77,Failed,,Underwriting Rejection,
POL114600,50428,Online,Auto,East,2025-01-27 09:00:00,11636.16,Issued,27.01,,2025-01-28 12:00:36.719361
POL114601,69907,Online,Life,North,2025-05-03 10:00:00,20210.06,Issued,33.26,,2025-05-04 19:15:49.660937
POL114602,29638,Online,Health,South,2025-03-13 20:00:00,17044.02,Failed,,Duplicate Policy,
POL114603,24931,Online,Auto,South,2025-10-20 23:00:00,8630.01,Failed,,Document Mismatch,
POL114604,62623,Online,Auto,West,2025-04-20 15:00:00,8127.09,Issued,12.95,,2025-04-21 03:56:59.453609
POL114605,58492,Online,Auto,South,2025-09-09 20:00:00,8329.68,Issued,54.2,,2025-09-12 02:12:01.823419
POL114606,46411,Mobile App,Auto,South,2025-09-26 21:00:00,8279.48,Issued,38.86,,2025-09-28 11:51:37.173767
POL114607,65188,Call Center,Auto,Central,2025-08-19 04:00:00,7787.08,Issued,59.86,,2025-08-21 15:51:35.151179
POL114608,40534,Agent/Broker,Auto,Central,2025-01-15 23:00:00,10789.12,Issued,42.43,,2025-01-17 17:25:52.714210
POL114609,56828,Call Center,Health,North,2025-11-27 23:00:00,13276.76,Issued,46.82,,2025-11-29 21:49:12.332913
POL114610,49181,Agent/Broker,Life,South,2025-09-21 09:00:00,37319.61,Issued,68.52,,2025-09-24 05:31:20.521269
POL114611,57533,Agent/Broker,Health,East,2025-04-29 05:00:00,13370.61,Issued,28.99,,2025-04-30 09:59:14.990837
POL114612,39996,Mobile App,Health,South,2025-06-19 18:00:00,16257.35,Issued,3.3,,2025-06-19 21:17:57.227162
POL114613,26553,Online,Property,South,2025-05-15 19:00:00,19441.16,Issued,51.14,,2025-05-17 22:08:20.652284
POL114614,60146,Agent/Broker,Property,North,2025-06-01 04:00:00,15313.23,Issued,43.06,,2025-06-02 23:03:52.476233
POL114615,38073,Call Center,Property,East,2025-05-07 12:00:00,19963.62,Issued,55.92,,2025-05-09 19:54:57.455119
POL114616,70468,Mobile App,Auto,North,2025-01-03 21:00:00,6591.79,Issued,15.47,,2025-01-04 12:28:00.636440
POL114617,27130,Online,Auto,South,2025-02-17 05:00:00,6901.39,Issued,29.36,,2025-02-18 10:21:21.143774
POL114618,49405,Agent/Broker,Health,East,2025-10-31 16:00:00,14341.24,Issued,35.96,,2025-11-02 03:57:51.073934
POL114619,55954,Online,Auto,South,2025-10-12 09:00:00,10154.01,Issued,44.79,,2025-10-14 05:47:31.569752
POL114620,25789,Online,Auto,North,2025-01-17 09:00:00,9720.5,Issued,29.0,,2025-01-18 13:59:53.881368
POL114621,48930,Agent/Broker,Auto,North,2025-01-07 10:00:00,8860.44,Pending,,,
POL114622,68890,Mobile App,Property,Central,2025-10-18 07:00:00,12151.29,Issued,7.42,,2025-10-18 14:25:10.661032
POL114623,37529,Agent/Broker,Auto,East,2025-07-14 12:00:00,7985.67,Issued,25.18,,2025-07-15 13:10:49.256557
POL114624,73546,Call Center,Health,Central,2025-05-14 16:00:00,14206.95,Issued,69.66,,2025-05-17 13:39:36.542431
POL114625,27942,Mobile App,Auto,East,2025-09-15 06:00:00,7046.85,Failed,,KYC Verification Failed,
POL114626,27548,Mobile App,Life,West,2025-04-12 00:00:00,30256.72,Issued,18.22,,2025-04-12 18:12:58.362869
POL114627,69712,Online,Health,East,2025-12-28 22:00:00,10649.1,Issued,47.58,,2025-12-30 21:34:46.083666
POL114628,38296,Online,Auto,South,2025-02-02 13:00:00,6226.29,Pending,,,
POL114629,71016,Agent/Broker,Property,East,2025-01-30 08:00:00,14392.06,Issued,46.09,,2025-02-01 06:05:08.838955
POL114630,52244,Mobile App,Life,Central,2025-12-16 06:00:00,22955.07,Issued,19.22,,2025-12-17 01:13:25.373947
POL114631,20296,Online,Life,North,2025-03-03 07:00:00,33708.92,Pending,,,
POL114632,22409,Online,Property,North,2025-11-23 09:00:00,16303.37,Issued,15.07,,2025-11-24 00:03:56.394041
